Sec/S.No.,TYPE 1 GNSZ,TYPE 2 FNSZ,TYPE 3 ABSZ,TYPE 4 CPSZ,TYPE 5 TCSZ,TYPE 6 TNSZ
522,-0.1299679762231354,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
523,-0.043299591614350846,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
524,-0.021617908754094722,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
525,-0.06390769276139732,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
526,-0.04400558828445049,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
527,-0.0750519377191713,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
528,-0.09523410699086825,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
529,-0.11825776699263664,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
530,-0.12185193185859935,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
531,-0.14257089198690112,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
532,-0.15323669292031022,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
533,-0.13663701914812806,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
534,-0.11242308376867098,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
535,-0.12754658268518976,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
536,-0.19080621819942467,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
537,-0.32176568316133175,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
538,-0.461535519791427,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
539,-0.5976761834562159,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
540,-0.6730719600762991,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
541,-0.7269494249663973,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
542,-0.7803542805153543,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
543,-0.8188106776445111,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
544,-0.7626518516138425,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
545,-0.6436184791617211,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
546,-0.5860768332069723,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
547,-0.591059652680239,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
548,-0.6662395460210353,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
549,-0.7651432613504761,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
550,-0.8121299653530706,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
551,-0.8242486024092472,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
552,-0.8053442287635988,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
553,-0.721260608823031,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
554,-0.5767063319492836,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
555,-0.3616457429971366,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
556,-0.009884360790699728,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
557,0.20250977792809474,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
558,0.32472305273727786,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
559,0.36264265900983006,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
560,0.4513298440141068,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
561,0.38169289973607784,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
562,0.450472145580184,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
563,0.4700358384301406,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
564,0.5025000158882851,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
565,0.5941745587032322,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
566,0.755556061994896,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
567,0.9532176255731777,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
568,1.1634937742816733,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
569,1.292037680388859,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
570,1.3100668515509122,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
571,1.2932571291826676,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
572,1.2314678338408722,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
573,1.1223884309688357,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
574,1.144898638846895,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
575,1.0947612059033587,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
576,0.9781608963556306,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
577,0.9387067683951753,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
578,0.9077829473081578,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
579,0.8627100194030238,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
580,0.8141421162467344,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
581,0.7383612505338695,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
582,0.6092222067378394,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
583,0.4993492869473435,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
584,0.42422774043878686,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
585,0.35264784664717713,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
586,0.2852689247768226,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
587,0.19567736387283144,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
588,0.11239309553394647,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
589,0.03369488820909895,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
590,-0.061031193931982156,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
591,-0.1426467428688127,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
592,-0.22015467481597153,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
593,-0.29950053197867915,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
594,-0.3070331080208188,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
595,-0.32743699525502634,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
596,-0.362083344238934,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
597,-0.3977857708863793,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
598,-0.41718025792284086,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
599,-0.43153941333702,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
600,-0.4252612941880332,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
601,-0.3966071648751381,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
602,-0.3974765326755092,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
603,-0.3796399060598463,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
604,-0.3577656786531996,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
605,-0.3313228942821875,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
606,-0.33022013915285786,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
607,-0.3392580634667808,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
608,-0.3384587118650975,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
609,-0.3444684355857817,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
610,-0.3607005243148543,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
611,-0.3652457425463234,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
612,-0.36378123705710796,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
613,-0.35677961718834944,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
614,-0.3437391001827863,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
615,-0.3389371558894624,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
616,-0.35330214598686577,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
617,-0.35530344233268607,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
618,-0.352211060223984,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
619,-0.35508172437017543,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
620,-0.36396211223705066,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
621,-0.42781105075690623,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
622,-0.47631477239773196,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
623,-0.5118946706974741,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
624,-0.5145611209308265,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
625,-0.5152846216505982,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
626,-0.5113870532569892,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
627,-0.5636716496269445,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
628,-0.5365170339026086,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
629,-0.5062700360695711,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
630,-0.46617992763770394,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
631,-0.46273162985234023,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
632,-0.4570544830754215,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
633,-0.48550439847547766,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
634,-0.40562758513938896,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
635,-0.31301365832538347,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
636,-0.23173652101554296,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
637,-0.1717093000073853,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
638,-0.13452486382105247,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
639,-0.11258645489894206,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
640,-0.06234983234059821,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
641,-0.037727469135463654,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
642,-0.0020717199538099955,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
643,0.02598727167024036,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
644,0.052459229457372046,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
645,0.07302648782185106,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
646,0.1348216178468701,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
647,0.16552955565460128,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
648,0.19697266354855167,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
649,0.18738044432835224,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
650,0.1369454425403936,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
651,0.05415712227554642,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
652,-0.024418556701598305,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
653,-0.08476085060385019,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
654,-0.11832194850810032,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
655,-0.16499941429982476,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
656,-0.21315888963043672,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
657,-0.22288530656478728,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
658,-0.20922631313748397,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
659,-0.19350767653212045,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
660,-0.19106294426127898,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
661,-0.2511310080520045,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
662,-0.32570409433750863,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
663,-0.3380152759400759,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
664,-0.2917053951914611,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
665,-0.26069405385608396,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
666,-0.23533068588150566,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
667,-0.21981042850575733,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
668,-0.1421799682108953,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
669,-0.03464675639320996,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
670,0.05281514513403415,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
671,0.14144398330607114,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
672,0.23290264284173168,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
673,0.37396194446432346,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
674,0.5249752156670003,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
675,0.6937375932369807,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
676,0.8250996513413417,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
677,0.9003087180982579,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
678,0.9357135759012809,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
679,0.9195456686876725,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
680,0.9039787338461324,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
681,0.8499729059251068,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
682,0.9698114646621359,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
683,1.0721226349943722,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
684,1.1690017152450969,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
685,1.2378101345053227,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
686,1.3476072034139068,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
687,1.3588097952039206,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
688,1.3664765689602114,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
689,1.3154230907505127,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
690,1.2056726993077203,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
691,1.0878821143823032,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
692,1.0176792058315494,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
693,0.9758970392647319,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
694,0.9388818088918943,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
695,0.9113946162237925,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
696,0.875032870372039,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
697,0.817922990975864,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
698,0.717753149386823,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
699,0.6167431134135309,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
700,0.5309090885057733,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
701,0.45675026472917085,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
702,0.3790147801362775,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
703,0.3026329420513443,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
704,0.22838659802638228,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
705,0.1415490076041027,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
706,0.0964469062828486,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
707,0.04943686354735787,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
708,-0.013945300314579839,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
709,-0.09436473919049754,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
710,-0.1574493342080135,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
711,-0.20559714017217715,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
712,-0.2535874096892939,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
713,-0.2753682821643574,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
714,-0.29993229853725284,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
715,-0.3448768634114596,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
716,-0.3972898228123423,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
717,-0.40879581813000215,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
718,-0.41524897777570835,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
719,-0.4290888463829548,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
720,-0.40645611015719224,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
721,-0.38458771743376924,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
722,-0.397132286365295,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
723,-0.35670376630643785,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
724,-0.34127686386227274,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
725,-0.34151025119123124,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
726,-0.34911867811528247,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
727,-0.3354421806383071,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
728,-0.3302784859850978,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
729,-0.3078791370882937,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
730,-0.2753332740650137,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
731,-0.2602039404652712,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
732,-0.22009049330050784,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
733,-0.1767738050457872,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
734,-0.1353592235220795,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
735,-0.1260178956805106,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
736,-0.12965290332904117,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
737,-0.12563280658772893,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
738,-0.08834918078658915,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
739,-0.07338905300034106,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
740,-0.0514914868607985,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
741,-0.024348540502910465,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
742,-0.015240599990300495,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
743,-0.013577715271470243,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
744,0.045731839700139866,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
745,0.09097980810199296,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
746,0.09168580477209261,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
747,0.09627186578612963,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
748,0.11829779495659996,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
749,0.11798272206250573,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
750,0.16546537413913762,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
751,0.23418627315100402,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
752,0.2688559608678075,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
753,0.2756241934076076,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
754,0.27731625154255757,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
755,0.3003515809107737,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
756,0.30863683108880474,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
757,0.30128513022660824,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
758,0.2816164130786201,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
759,0.2593804353120873,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
760,0.24240150713034747,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
761,0.2343963217470667,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
762,0.2651859451199332,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
763,0.2818789738236986,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
764,0.25569291551454115,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
765,0.21540442785305888,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
766,0.16927542228438716,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
767,0.13814155260130687,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
768,0.10613831511785544,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
769,0.08056489854721444,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
770,0.04521255289320711,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
771,-0.0024976518291595262,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
772,-0.03870186123386591,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
773,-0.06856376997412178,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
774,-0.14233750465794262,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
775,-0.22887169155257608,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
776,-0.27391544604159024,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
777,-0.3042441294397631,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
778,-0.3180723286805616,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
779,-0.3170921018989352,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
780,-0.27920166904250276,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
781,-0.25581625868084895,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
782,-0.208829554678254,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
783,-0.2014545150831617,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
784,-0.23039454387403108,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
785,-0.3196768665671524,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
786,-0.3877734544740545,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
787,-0.46263244023753286,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
788,-0.5342298380788144,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
789,-0.6096722921646893,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
790,-0.592261597424376,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
791,-0.6129747228694535,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
792,-0.6360333909705657,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
793,-0.6572016217071128,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
794,-0.6859957834173828,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
795,-0.7287348380329307,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
796,-0.8118148924589768,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
797,-0.8883425976245091,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
798,-1.0202414465854748,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
799,-1.1421804912831313,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
800,-1.2434064105357103,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
801,-1.3010530807884901,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
802,-1.3642893775698288,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
803,-1.428365868735419,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
804,-1.455637178124234,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
805,-1.4761927671222648,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
806,-1.4533149742010958,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
807,-1.4114394527026948,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
808,-1.370404125588545,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
809,-1.3667924566729102,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
810,-1.3806556640130525,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
811,-1.404239453604321,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
812,-1.368017740149943,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
813,-1.3323503216018415,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
814,-1.3092041332523698,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
815,-1.256989553081102,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
816,-1.1749305682192501,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
817,-1.0948903837528905,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
818,-0.9673500431602267,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
819,-0.8399730736978345,0.0,-5.36484058176296e-15,5.729411877973956e-17,0.0,0.0
